Power                   Time
123.09865299960792	0.256
123.09865299960792	0.268
123.09865299960792	0.28
123.09865299960792	0.292
123.09865299960792	0.304
123.09865299960792	0.316
123.09865299960792	0.328
123.09865299960792	0.34
123.09865299960792	0.352
123.09865299960792	0.364
123.09865299960792	0.376
123.09865299960792	0.388
123.09865299960792	0.4
123.09865299960792	0.412
123.09865299960792	0.424
123.09865299960792	0.436
123.09865299960792	0.448
123.09865299960792	0.46
123.09865299960792	0.472
123.09865299960792	0.484
123.09865299960792	0.496
123.09865299960792	0.508
123.09865299960792	0.52
123.09865299960792	0.532
123.09865299960792	0.544
123.09865299960792	0.556
123.09865299960792	0.568
123.09865299960792	0.58
123.09865299960792	0.592
123.09865299960792	0.604
123.09865299960792	0.616
123.09865299960792	0.628
123.09865299960792	0.64
123.09865299960792	0.652
123.09865299960792	0.664
123.09865299960792	0.676
123.09865299960792	0.688
123.09865299960792	0.7
123.09865299960792	0.712
123.09865299960792	0.724
123.09865299960792	0.736
123.09865299960792	0.748
123.09865299960792	0.76
123.09865299960792	0.772
123.09865299960792	0.784
123.09865299960792	0.796
123.09865299960792	0.808
123.09865299960792	0.82
123.09865299960792	0.832
123.09865299960792	0.844
123.09865299960792	0.856
123.09865299960792	0.868
123.09865299960792	0.88
123.09865299960792	0.892
123.09865299960792	0.904
123.09865299960792	0.916
123.09865299960792	0.928
123.09865299960792	0.94
123.09865299960792	0.952
123.09865299960792	0.964
123.09865299960792	0.976
123.09865299960792	0.988
123.09865299960792	1.0
123.09865299960792	1.012
123.09865299960792	1.024
123.09865299960792	1.036
123.09865299960792	1.048
123.09865299960792	1.06
123.09865299960792	1.072
123.09865299960792	1.084
123.09865299960792	1.096
123.09865299960792	1.108
123.09865299960792	1.12
123.09865299960792	1.132
123.09865299960792	1.144
123.09865299960792	1.156
123.09865299960792	1.168
123.09865299960792	1.18
123.09865299960792	1.192
123.09865299960792	1.204
123.09865299960792	1.216
123.09865299960792	1.228
123.09865299960792	1.24
123.09865299960792	1.252
123.09865299960792	1.264
123.09865299960792	1.276
123.09865299960792	1.288
123.09865299960792	1.3
123.09865299960792	1.312
123.09865299960792	1.324
123.09865299960792	1.336
123.09865299960792	1.348
123.09865299960792	1.36
123.09865299960792	1.372
123.09865299960792	1.384
123.09865299960792	1.396
123.09865299960792	1.408
123.09865299960792	1.42
123.09865299960792	1.432
123.09865299960792	1.444
123.09865299960792	1.456
123.09865299960792	1.468
123.09865299960792	1.48
123.09865299960792	1.492
123.09865299960792	1.504
123.09865299960792	1.516
123.09865299960792	1.528
123.09865299960792	1.54
123.09865299960792	1.552
123.09865299960792	1.564
123.09865299960792	1.576
123.09865299960792	1.588
123.09865299960792	1.6
123.09865299960792	1.612
123.09865299960792	1.624
123.09865299960792	1.636
123.09865299960792	1.648
123.09865299960792	1.66
123.09865299960792	1.672
123.09865299960792	1.684
123.09865299960792	1.696
123.09865299960792	1.708
123.09865299960792	1.72
123.09865299960792	1.732
123.09865299960792	1.744
123.09865299960792	1.756
123.09865299960792	1.768
123.09865299960792	1.78
123.09865299960792	1.792
123.09865299960792	1.804
123.09865299960792	1.816
123.09865299960792	1.828
123.09865299960792	1.84
123.09865299960792	1.852
123.09865299960792	1.864
123.09865299960792	1.876
123.09865299960792	1.888
123.09865299960792	1.9
123.09865299960792	1.912
123.09865299960792	1.924
123.09865299960792	1.936
123.09865299960792	1.948
123.09865299960792	1.96
123.09865299960792	1.972
123.09865299960792	1.984
123.09865299960792	1.996
123.09865299960792	2.008
123.09865299960792	2.02
123.09865299960792	2.032
123.09865299960792	2.044
123.09865299960792	2.056
121.42320132372107	2.068
119.75996974415541	2.08
118.11259411344	2.092
116.4844960422144	2.104
114.87896635049205	2.116
113.29921419175999	2.128
